-0.081053,-0.163549,0.002114,-0.110437,0.172804,-0.012529,0.008729,0.140929,0.045214,999999,-0.063305,-0.195922,-0.076981,0.004563,-0.076474,999999,0.008386,999999,999999,999999,-0.065794,-0.160897,0.030873,-0.081513,999999,999999,0.070513,0.013323,-0.068306,-0.097629,-0.299779,-0.166994,-0.101464,-0.001218,0.001727,-0.112444,-0.054744,0.195362
-0.188547,-0.01293,-0.090706,-0.003311,-0.00978,-0.011416,0.092025,0.056886,0.027973,999999,0.155595,-0.189662,0.172594,0.086158,-0.008131,999999,-0.017299,999999,999999,999999,0.010966,0.038804,0.073477,-0.029824,999999,999999,0.116901,0.014965,-0.070999,-0.029156,-0.188732,-0.033103,-0.081402,-0.002848,0.039521,-0.037405,-0.101879,0.245019
-0.16802,-0.100534,-0.078585,-0.064835,0.036109,0.033328,-0.006322,-0.144472,0.009488,999999,0.053459,-0.014407,0.018978,0.064915,0.05416,999999,0.138564,999999,999999,999999,-0.069758,0.062984,0.105012,-0.059088,999999,999999,0.051834,0.107287,-0.043766,-0.099248,-0.30012,-0.096035,-0.106361,-0.042867,0.037128,-0.066471,0.003711,0.021045
0.023802,-0.008013,0.072615,0.099928,0.231149,0.044696,0.027733,-0.010224,0.056314,999999,0.111293,-0.186301,-0.14357,0.112303,0.033623,999999,0.091144,999999,999999,999999,-0.022824,-0.011215,0.040931,0.083451,999999,999999,0.118272,0.090629,0.16709,-0.146748,-0.220905,-0.010429,0.000413,-0.044779,0.04776,-0.030134,-0.12001,-0.103205
0.064082,0.114767,-0.003806,0.269134,0.19368,0.165835,-0.127584,0.076154,0.000369,999999,0.196293,-0.314273,-0.053159,0.040253,0.042433,999999,0.029132,999999,999999,999999,-0.081388,0.061254,0.04468,0.11954,999999,999999,0.081777,0.084313,0.157965,-0.100995,-0.185391,-0.046119,-0.057363,-0.03057,0.068815,-0.063654,-0.123003,-0.002243
0.027366,-0.133085,-0.007086,0.146517,0.114233,0.091186,-0.012751,0.210816,-0.101881,999999,-0.004622,-0.257005,0.007993,0.089484,0.061383,999999,0.052409,999999,999999,999999,-0.045465,0.01518,0.101768,0.09362,999999,999999,0.051375,0.024711,0.03887,-0.226266,-0.160672,-0.168498,-0.069597,-0.128289,0.029375,-0.031908,-0.070375,0.10285
-0.043158,-0.069388,-0.048622,0.306266,-0.045239,-0.068639,0.041425,-0.049292,-0.126586,999999,-0.133889,-0.197412,-0.24594,0.08037,0.015327,999999,0.025349,999999,999999,999999,-0.091118,-0.098606,-0.012406,-0.093717,999999,999999,0.11358,-0.132438,-0.083758,-0.393809,-0.367113,-0.159462,-0.064831,-0.13542,-0.164242,-0.135289,-0.162181,-0.031467
-0.113292,-0.055139,-0.325677,-0.023561,0.045541,-0.1039,0.00933,-0.169585,-0.06057,999999,-0.0789,-0.053631,-0.079991,0.086341,-0.138304,999999,0.082548,999999,999999,999999,-0.274094,-0.152022,-0.147081,-0.189701,999999,999999,0.068788,-0.142261,-0.151187,-0.360472,-0.3206,-0.2408,-0.135245,-0.088951,-0.319062,-0.076961,0.004258,-0.028288
-0.155904,-0.237411,-0.164963,-0.026431,0.16405,-0.094496,-0.063221,-0.047096,-0.045867,999999,0.149562,-0.265159,0.037185,0.063514,-0.107444,999999,0.084474,999999,999999,999999,-0.228949,-0.153476,-0.106119,-0.115852,999999,999999,0.062375,-0.068586,-0.050597,-0.35612,-0.371973,-0.185273,-0.127584,-0.088175,-0.175211,0.050265,0.051064,0.096987
-0.206829,-0.201298,-0.02554,0.226801,0.245697,-0.104644,-0.051948,0.108149,-0.015117,999999,0.399764,-0.194965,-0.315617,0.038452,-0.066459,999999,0.090668,999999,999999,999999,-0.088736,-0.269827,-0.019791,-0.085938,999999,999999,0.022384,-0.068179,-0.094931,-0.295631,-0.313585,-0.141023,-0.176844,-0.09444,-0.110579,0.011143,-0.031947,0.233625
