-0.161484,-0.011119,0.062084,0.043,-0.17231,-0.053111,0.022891,-0.222244,-0.055513,-0.027626,-0.031683,-0.003204
-0.115197,-0.059026,0.102479,0.134297,-0.359029,-0.118895,0.093327,-0.159704,0.073729,-0.049937,0.020023,-0.027
0.051655,0.124913,0.094644,-0.028078,-0.235716,-0.094309,0.137316,-0.02402,0.156101,-0.008777,-0.060405,0.080526
-0.020373,0.102131,0.158222,-0.02518,-0.295348,-0.028403,0.031356,-0.038363,0.094861,0.015769,-0.16534,0.188908
0.036422,-0.142746,0.129159,-0.062951,-0.313824,-0.072603,0.050183,-0.206073,0.12974,0.080206,-0.204637,0.098108
-0.103425,0.10847,0.132875,-0.209137,-0.155768,-0.064303,0.002225,-0.135817,0.073311,0.115299,-0.023647,0.003686
-0.05139,-0.018515,0.146464,-0.082809,-0.066734,-0.09526,0.01773,-0.021159,0.083508,-0.025791,-0.026582,0.067657
0.109694,-0.0911,0.093488,0.011802,-0.081174,-0.003309,0.039437,-0.036068,0.107832,0.050409,-0.096898,0.116394
0.023384,0.129411,0.046056,-0.117538,-0.264326,0.003535,-0.047616,0.007798,0.113659,0.100665,-0.115196,0.127229
0.188314,0.032849,0.136838,0.036746,-0.121329,-0.045661,0.057463,-0.167891,0.184686,0.193389,0.055877,0.176464
0.118336,-0.018489,0.131899,0.150285,-0.133638,-0.02068,0.068327,-0.192091,0.097396,0.117364,-0.096986,0.153983
0.215247,-0.079138,0.100374,0.023854,-0.311677,-0.118464,0.022693,-0.066944,0.202599,-0.046194,-0.125932,0.044745
0.038481,-0.140731,0.02897,0.171831,-0.391113,-0.158194,-0.028161,-0.238955,-0.004258,-0.062113,-0.170361,-0.043741
0.0459,-0.244586,0.003543,0.151547,-0.277244,-0.141622,0.004194,-0.184318,0.029581,0.012701,-0.075767,0.018599
0.308389,-0.26315,0.003957,0.138121,-0.208243,-0.084599,0.093485,-0.14159,0.097571,-0.075368,-0.204868,0.046392
0.248867,-0.264111,0.063982,0.035263,-0.160417,-0.039969,-0.003722,-0.210844,0.081302,-0.093706,-0.080379,0.06346
0.278287,-0.105941,0.11299,0.120628,0.015252,-0.051956,0.032513,-0.270929,0.164718,-0.042439,-0.142703,0.080298
0.383562,-0.256386,0.124676,-0.025469,0.019625,-0.056541,0.069221,-0.161746,0.175327,0.052003,-0.16837,0.064001
0.272913,-0.252423,0.103217,-0.083047,-0.011572,-0.044419,0.058794,-0.145187,0.081372,0.047633,-0.063538,0.030515
0.333427,-0.463637,0.137171,-0.017619,-0.191208,-0.008022,0.045768,-0.16357,0.011109,0.068128,-0.200081,0.052677
0.161489,-0.402338,0.152338,-0.072196,-0.082924,-0.016403,0.072351,-0.079134,0.12424,0.016986,-0.167049,0.072075
0.253585,-0.285261,0.167826,-0.031826,-0.031354,-0.043462,0.082476,-0.012417,0.117097,0.02976,-0.081364,0.068
0.241793,-0.090847,0.153611,0.202922,-0.204973,-0.001198,0.065818,0.012675,0.108353,0.02801,-0.249342,0.145034
0.221775,-0.104664,0.12775,0.161749,-0.115083,-0.061486,0.077854,0.019785,0.180065,0.091165,-0.352933,0.141261
0.216662,-0.520417,0.165362,-0.059629,-0.055128,0.000168,0.052008,-0.001999,0.134773,0.195919,-0.24553,0.069326
0.211876,-0.326379,0.152548,0.010846,-0.138266,-0.056141,0.054189,-0.096848,0.151421,0.153321,-0.017761,0.026202
0.33285,-0.201442,0.148261,-0.065473,-0.171801,-0.043063,0.035548,-0.154708,0.205034,0.079991,-0.082839,0.046222
0.316056,-0.058344,0.149455,0.048153,-0.098276,-0.022106,0.098994,-0.100677,0.134459,-0.024078,-0.014367,0.098045
0.393355,-0.171203,0.214302,0.070573,0.129727,-0.081677,0.110207,0.074493,0.076328,0.006593,-0.002697,0.102973
0.462393,-0.337536,0.231517,0.130724,0.225742,-0.072396,0.022207,-0.139624,0.120347,0.181662,-0.116893,0.034678
0.339811,-0.266064,0.198895,0.191076,-0.01098,-0.008733,0.04561,-0.031583,0.197116,0.16681,-0.036437,0.045409
0.324608,-0.247465,0.200518,0.047681,-0.084077,0.0206,0.096695,0.117637,0.106897,0.023999,0.014492,0.053913
0.371775,-0.224403,0.217992,-0.197903,0.117544,-0.069647,0.058167,0.114082,0.100628,0.025708,0.062984,-0.009395
0.346212,-0.020413,0.146244,-0.014255,-0.005133,-0.03649,0.068589,0.093978,0.04502,0.065402,-0.122788,0.042842
0.007757,-0.682782,-0.165815,-0.07677,-0.237038,-0.247097,-0.065265,-0.315744,-0.222447,-0.112445,-0.203697,-0.1198
-0.028579,-0.575946,-0.117525,-0.228792,-0.131981,-0.170236,-0.080373,-0.237272,-0.176097,-0.090947,-0.313292,-0.129621
0.103213,-0.110469,-0.061728,-0.193687,-0.080794,-0.065933,-0.017701,-0.180771,-0.023115,-0.116951,-0.159059,-0.085233
0.118706,-0.179609,-0.014682,-0.0165,-0.122401,-0.072864,-0.011278,-0.071061,-0.053327,-0.144535,-0.197976,-0.021042
0.301567,-0.520904,0.001894,0.02955,-0.247317,-0.026399,0.010721,-0.133614,-0.031851,0.021342,-0.160637,0.062339
0.273064,-0.472128,0.05543,-0.232215,-0.253933,-0.141115,0.006058,-0.014771,0.091797,0.021964,-0.162724,0.089418
0.219329,-0.475549,0.061202,-0.090672,-0.177771,-0.068863,0.028259,0.142161,0.098471,-0.016018,-0.155353,0.050891
0.280952,-0.194326,0.002655,0.116097,-0.170919,-0.043917,0.021234,-0.062696,-0.097176,-0.041271,-0.001573,0.046822
0.109931,-0.053845,0.023491,0.031366,-0.178976,-0.152154,-0.03583,0.003677,-0.011003,0.002373,-0.014495,0.048428
0.196481,-0.12354,0.065984,0.067549,-0.086881,-0.037491,0.082137,-0.039085,0.0358,0.131974,-0.033833,0.070452
