0.002114,-0.110437,0.172804,-0.012529,0.008729,0.045214,999999,0.053959,-0.076474,-0.063038,999999,0.008386,999999,999999,999999,0.021112,0.11506,999999,0.013323,-0.068306,-0.299779,-0.166994,-0.101464,-0.001218,0.001727,-0.112444,-0.054744,0.195362
-0.090706,-0.003311,-0.00978,-0.011416,0.092025,0.027973,999999,0.032535,-0.008131,-0.055235,999999,-0.017299,999999,999999,999999,0.013854,0.112697,999999,0.014965,-0.070999,-0.188732,-0.033103,-0.081402,-0.002848,0.039521,-0.037405,-0.101879,0.245019
-0.078585,-0.064835,0.036109,0.033328,-0.006322,0.009488,999999,0.057902,0.05416,-0.062289,999999,0.138564,999999,999999,999999,-0.171218,0.106859,999999,0.107287,-0.043766,-0.30012,-0.096035,-0.106361,-0.042867,0.037128,-0.066471,0.003711,0.021045
0.072615,0.099928,0.231149,0.044696,0.027733,0.056314,999999,0.228027,0.033623,-0.023278,999999,0.091144,999999,999999,999999,-0.058418,0.103302,999999,0.090629,0.16709,-0.220905,-0.010429,0.000413,-0.044779,0.04776,-0.030134,-0.12001,-0.103205
-0.003806,0.269134,0.19368,0.165835,-0.127584,0.000369,999999,-0.066445,0.042433,-0.050079,999999,0.029132,999999,999999,999999,-0.059502,0.094747,999999,0.084313,0.157965,-0.185391,-0.046119,-0.057363,-0.03057,0.068815,-0.063654,-0.123003,-0.002243
-0.007086,0.146517,0.114233,0.091186,-0.012751,-0.101881,999999,0.023869,0.061383,-0.061767,999999,0.052409,999999,999999,999999,-0.165052,0.161502,999999,0.024711,0.03887,-0.160672,-0.168498,-0.069597,-0.128289,0.029375,-0.031908,-0.070375,0.10285
-0.048622,0.306266,-0.045239,-0.068639,0.041425,-0.126586,999999,0.139573,0.015327,-0.098609,999999,0.025349,999999,999999,999999,-0.164789,0.001377,999999,-0.132438,-0.083758,-0.367113,-0.159462,-0.064831,-0.13542,-0.164242,-0.135289,-0.162181,-0.031467
-0.325677,-0.023561,0.045541,-0.1039,0.00933,-0.06057,999999,0.022408,-0.138304,-0.149998,999999,0.082548,999999,999999,999999,-0.366336,-0.191978,999999,-0.142261,-0.151187,-0.3206,-0.2408,-0.135245,-0.088951,-0.319062,-0.076961,0.004258,-0.028288
-0.164963,-0.026431,0.16405,-0.094496,-0.063221,-0.045867,999999,0.054231,-0.107444,-0.226225,999999,0.084474,999999,999999,999999,-0.285182,-0.084607,999999,-0.068586,-0.050597,-0.371973,-0.185273,-0.127584,-0.088175,-0.175211,0.050265,0.051064,0.096987
-0.02554,0.226801,0.245697,-0.104644,-0.051948,-0.015117,999999,0.085372,-0.066459,-0.152235,999999,0.090668,999999,999999,999999,-0.148014,0.055908,999999,-0.068179,-0.094931,-0.313585,-0.141023,-0.176844,-0.09444,-0.110579,0.011143,-0.031947,0.233625
0.111616,0.200936,0.211465,-0.026459,-0.040338,-0.083215,999999,0.134195,-0.013448,-0.073659,999999,0.052311,-0.355633,999999,999999,-0.164622,0.089148,-0.016279,-0.045402,-0.018641,-0.270316,-0.17447,-0.153021,-0.109967,-0.104664,0.003744,-0.143789,0.075319
0.02482,0.143499,-0.090897,0.019975,-0.029598,-0.110567,999999,0.168865,0.001306,-0.05544,999999,0.124245,-0.396392,-0.070255,-0.121118,-0.058181,0.090388,0.012337,-0.042714,0.143033,-0.351525,-0.194815,-0.097238,-0.056086,-0.223309,0.00403,-0.018897,0.020052
0.106813,0.226504,-0.005109,-0.017174,-0.027901,-0.017388,999999,0.073046,-0.077148,-0.047582,999999,0.094125,-0.387406,-0.114457,-0.016599,-0.107906,0.081029,0.01937,0.035494,-0.000162,-0.224351,-0.188362,-0.036676,-0.113797,-0.055143,0.060548,0.01118,0.080018
-0.151572,0.243799,0.166322,-0.088699,0.005508,0.14433,999999,0.04562,-0.069311,-0.037036,999999,0.107733,-0.606223,-0.086062,-0.005089,-0.139369,0.077388,-0.04443,0.075051,-0.023215,-0.338797,-0.117598,0.019326,-0.046904,-0.087895,0.025969,-0.080851,0.048208
0.030388,0.350032,0.393897,-0.121658,-0.020398,0.03853,999999,0.057534,-0.067028,0.015856,999999,0.009099,-0.464284,-0.242888,-0.111771,-0.051217,0.083007,-0.026202,0.10323,-0.062864,-0.443275,-0.216584,-0.042734,-0.112131,0.02354,0.025316,0.164755,-0.036098
0.018629,0.167853,0.097792,-0.121761,-0.026723,-0.025427,999999,0.262123,-0.009382,-0.021509,999999,0.026665,-0.347926,-0.329004,-0.039317,-0.099464,0.128866,-0.135498,0.133068,0.060005,-0.245568,-0.330083,-0.122166,-0.049453,0.166617,-0.004982,0.199074,-0.043683
-0.044449,0.221559,0.010507,-0.083494,-0.028696,0.056992,999999,0.177263,0.039288,-0.050234,999999,0.19945,-0.555718,-0.140498,0.119196,-0.122111,0.142776,-0.192535,0.116213,0.141936,-0.310039,-0.092745,-0.097099,-0.063755,0.191617,-0.03014,0.059152,-0.062972
0.086357,0.342726,0.096693,-0.01091,0.004977,0.024827,999999,0.055494,0.055207,-0.063237,999999,0.066233,-0.483767,0.011012,0.085277,-0.100888,0.218354,-0.145225,0.012775,0.046019,-0.22341,0.012132,-0.072026,0.084865,0.048648,-0.089943,0.008018,-0.034767
0.051739,0.325675,0.132632,-0.022768,0.063401,0.015416,999999,0.050277,0.063649,-0.028333,999999,-0.005213,-0.354159,-0.00823,-0.017619,-0.065698,0.008111,-0.152304,0.070313,0.167152,-0.191408,-0.027196,-0.012491,0.063918,-0.131205,-0.022108,0.124267,-0.001064
0.11823,0.37796,-0.028274,0.039283,0.069117,0.059513,999999,0.140201,0.047188,0.005584,999999,0.065017,-0.2802,-0.007251,0.120724,-0.011136,0.197587,-0.075485,0.163715,0.072154,0.034394,-0.24861,-0.058338,-0.0085,-0.228641,-0.047498,0.0545,0.107998
0.176703,0.359833,0.160261,0.087215,-0.062869,0.082407,999999,0.005634,0.020009,0.126422,999999,0.163509,-0.394659,-0.124096,0.158685,-0.056287,0.234433,-0.091575,0.125785,0.169442,-0.119215,-0.204156,-0.092599,0.007028,-0.019395,0.051468,-0.044932,0.085873
0.257249,0.42137,0.253993,-0.007388,0.006366,0.015802,999999,-0.005673,0.027134,0.003432,999999,-0.0808,-0.228079,-0.094141,0.109367,-0.079531,0.089597,-0.070492,0.113007,0.131237,-0.196436,-0.066464,-0.026698,-0.01304,-0.000657,0.045304,-0.038609,0.132315
0.190814,0.414085,0.110308,0.072799,0.04405,0.036135,999999,0.137211,0.107563,-0.011582,999999,0.058429,-0.324426,-0.079574,-0.090683,-0.088442,0.106082,0.004575,0.066057,0.101197,-0.175347,-0.174032,0.02474,-0.038111,-0.092908,0.0788,0.05629,0.108682
0.230976,0.452135,0.237453,-0.013392,0.104518,0.035856,999999,0.067466,0.141404,0.047999,999999,0.185495,-0.252193,0.023768,0.060402,-0.035711,0.204562,0.03313,0.133242,0.257277,-0.120194,-0.085647,0.021275,-0.024449,0.031508,0.011434,0.02056,-0.175602
0.232919,0.485548,0.381187,0.058886,0.066739,-0.013629,999999,0.175505,0.142205,0.071335,999999,0.129601,-0.231695,-0.069936,0.131795,0.013871,0.165076,0.030887,0.127063,0.131325,-0.097882,-0.092989,-0.050925,0.056032,0.121577,0.126301,-0.007864,-0.057912
0.27277,0.393047,0.479048,0.020358,0.086008,0.004292,999999,0.179777,0.129484,0.124275,999999,0.027677,-0.077823,-0.038852,0.131574,0.06485,0.105611,-0.010825,0.264889,0.081048,-0.157779,-0.160569,0.04136,0.150497,0.105533,0.091447,-0.132132,0.066212
0.218913,0.4441,0.345216,0.009883,0.108751,-0.036558,999999,0.065174,0.109131,0.094819,999999,0.030965,-0.146006,0.034297,-0.151911,-0.013787,0.071998,-0.051788,0.208892,0.098703,-0.212496,-0.264846,0.121451,0.058511,-0.11298,0.079309,0.135689,-0.041218
0.255114,0.466249,0.360062,0.071602,0.054323,-0.021649,999999,0.128846,0.143357,0.152674,999999,0.10155,-0.456452,0.161648,-0.103923,0.10265,0.134946,-0.01134,0.122685,0.134521,-0.270772,-0.147632,0.031309,0.025552,-0.099075,-0.123054,0.185857,0.053198
0.098656,0.479393,0.219265,0.062473,-0.049592,0.022465,999999,0.222637,0.148761,0.154704,999999,0.071142,-0.28079,0.006576,-0.232425,0.04705,0.031877,-0.000652,0.23726,0.200075,-0.286318,-0.025282,-0.014502,-0.032974,-0.113098,-0.020535,-0.053331,0.059778
0.261028,0.566712,0.083326,0.038346,0.012641,0.07235,999999,0.123862,0.069576,0.118405,999999,0.051228,-0.184689,0.105837,-0.06023,0.138407,0.050662,-0.07834,0.176795,0.124966,-0.023522,-0.111644,-0.12413,-0.104426,-0.111501,0.160621,-0.057817,-0.128859
0.315772,0.555657,0.157153,0.088299,0.08741,0.052997,999999,0.242481,0.087392,0.169508,999999,0.121454,-0.242598,0.092842,-0.032728,0.038389,0.06536,-0.142637,0.150908,0.204292,-0.262834,-0.083626,-0.052157,-0.094241,-0.030308,0.026192,0.034118,0.039408
0.293197,0.618153,0.218986,0.150764,0.124868,0.046888,999999,0.18324,0.17496,0.132834,999999,0.018679,-0.301582,0.044962,-0.109494,0.088241,0.071826,-0.08454,0.347005,0.238091,-0.309491,0.003831,0.01298,-0.015859,-0.043395,0.106736,0.022465,0.032624
0.298398,0.447155,0.279671,0.071312,0.111916,0.056077,999999,0.385135,0.127316,0.123403,999999,0.043549,-0.149536,0.285897,-0.035773,0.092415,0.086611,-0.078756,0.304012,0.125288,-0.271414,0.191792,-0.004133,-0.082782,-0.020042,0.166002,-0.124308,0.008304
0.204101,0.572946,0.117787,0.011703,-0.007455,0.023504,999999,0.028465,0.041177,0.13686,999999,0.077788,-0.179406,0.128128,-0.036332,0.164248,0.054787,-0.132365,0.111363,0.041343,-0.290932,-0.042155,-0.062299,-0.241319,-0.078474,-0.056208,0.003906,0.017627
-0.292385,0.208302,-0.201167,-0.100874,-0.516596,-0.283455,999999,-0.488109,-0.247981,-0.156136,999999,0.147118,-0.523296,-0.459751,-0.367723,-0.228658,-0.259004,-0.335662,-0.178014,-0.17745,-0.573059,-0.433799,-0.249696,-0.486366,-0.267219,-0.362071,-0.183299,-0.366346
-0.066992,0.008067,-0.219524,-0.23911,-0.272874,-0.236529,999999,-0.304818,-0.285098,-0.238848,999999,0.018758,-0.794658,-0.555517,-0.459977,-0.328176,-0.281419,-0.302297,-0.213201,-0.303489,-0.522991,-0.45559,-0.289342,-0.50769,-0.322484,-0.196714,-0.198951,-0.198533
-0.103342,0.204891,-0.194192,-0.371148,-0.200043,-0.155498,999999,-0.214092,-0.191306,-0.173011,999999,0.152502,-0.674319,-0.319602,-0.320938,-0.179829,-0.120818,-0.286453,-0.132954,-0.239399,-0.485608,-0.405576,-0.274795,-0.353056,-0.346963,-0.208384,-0.217201,-0.181975
0.036539,0.261938,0.063252,-0.276353,-0.208228,-0.191278,999999,0.049714,-0.160329,-0.102601,999999,0.062982,-0.69038,-0.358798,-0.437883,-0.207438,-0.082978,-0.32689,-0.097074,-0.097332,-0.251812,-0.320708,-0.266631,-0.336041,-0.309126,-0.200148,-0.186812,-0.088225
